data,cena,sprzedane_jednostki,seasonal_factor,zysk
2024-04-09,110.33,31,1.085646572090739,130.2299999999999
2024-04-10,110.3,33,1.094113354921622,169.89999999999986
2024-04-11,110.5,35,1.1025522499343097,217.5
2024-04-12,110.54,36,1.1109607565020827,239.44000000000028
2024-04-13,110.4,33,1.119336383002975,173.20000000000016
2024-04-14,110.39,35,1.1276766475580935,213.64999999999998
2024-04-15,110.39,34,1.1359790787670527,193.26
2024-04-16,109.97,35,1.1442412164403044,198.94999999999993
2024-04-17,110.16,38,1.1524606123281445,266.0799999999999
2024-04-18,110.72,33,1.1606348308461822,183.76
2024-04-19,110.75,35,1.1687614497970567,226.25
2024-04-20,110.28,37,1.176838061088186,250.36
2024-04-21,110.35,37,1.1848622714453365,252.94999999999982
2024-04-22,110.13,37,1.1928317031218034,244.80999999999983
2024-04-23,110.82,36,1.2007439946029865,249.51999999999975
2024-04-24,110.28,37,1.2085968013061583,250.36
2024-04-25,109.92,38,1.2163877962752156,256.96000000000004
2024-04-26,109.65,38,1.2241146708702053,246.70000000000027
2024-04-27,109.57,40,1.2317751354514255,282.7999999999997
2024-04-28,109.87,38,1.2393669200578943,255.06000000000017
2024-04-29,109.76,40,1.2468877750799885,290.4000000000002
2024-04-30,109.52,40,1.2543354719260522,280.79999999999984
2024-05-01,109.66,41,1.2617078036827751,306.05999999999983
2024-05-02,109.45,40,1.2690025857691498,278.0000000000001
2024-05-03,110.17,38,1.27621765658381,266.46000000000004
2024-05-04,109.85,41,1.283350878145559,313.8499999999998
2024-05-05,109.66,40,1.2904001367269005,286.39999999999986
2024-05-06,109.97,40,1.2973633434803817,298.79999999999995
2024-05-07,109.68,40,1.304238435057563,287.2000000000003
2024-05-08,109.42,43,1.3110233742204338,335.06000000000006
2024-05-09,109.84,39,1.3177161504450887,273.7600000000001
2024-05-10,109.59,45,1.3243147805174906,381.5500000000002
2024-05-11,109.21,44,1.330817309121139,345.2399999999998
2024-05-12,109.42,43,1.3372218094164727,335.06000000000006
2024-05-13,109.45,43,1.3435263836118334,336.35000000000014
2024-05-14,109.23,44,1.3497291635258235,346.1200000000001
2024-05-15,109.5,44,1.3558283111408873,358.0
2024-05-16,109.63,44,1.3618220191479562,363.7199999999998
2024-05-17,109.16,45,1.3677085114819927,362.1999999999998
2024-05-18,109.41,44,1.3734860438482777,354.03999999999985
2024-05-19,109.27,44,1.3791529042392812,347.8799999999999
2024-05-20,109.41,44,1.3847074134419688,354.03999999999985
2024-05-21,109.27,44,1.3901479255353877,347.8799999999999
2024-05-22,109.2,46,1.3954728283783886,383.20000000000016
2024-05-23,109.48,45,1.4006805440873382,376.60000000000014
2024-05-24,109.2,42,1.4057695295036805,306.4000000000001
2024-05-25,109.33,46,1.410738276651207,389.17999999999995
2024-05-26,109.14,46,1.415585313182904,380.44000000000005
2024-05-27,108.93,46,1.420309202817239,370.7800000000003
2024-05-28,108.66,47,1.4249085457637638,377.01999999999987
2024-05-29,108.54,49,1.4293819791379014,408.46000000000026
2024-05-30,108.73,48,1.4337281773647985,399.0400000000002
2024-05-31,108.53,47,1.4379458525721214,370.9100000000001
2024-06-01,108.18,49,1.4420337549716817,390.8200000000004
2024-06-02,108.17,48,1.4459906732297743,372.1600000000001
2024-06-03,108.26,47,1.4498154348261216,358.22000000000025
2024-06-04,107.78,49,1.453506906401318,371.22
2024-06-05,107.95,51,1.4570639940926668,415.45000000000016
2024-06-06,107.67,51,1.4604856438583174,401.1700000000001
2024-06-07,107.96,50,1.4637708417895983,397.99999999999966
2024-06-08,107.49,52,1.4669186144114625,409.4799999999998
2024-06-09,107.37,52,1.4699280289709478,403.24000000000024
2024-06-10,107.37,51,1.4727981937135712,385.87000000000023
2024-06-11,107.55,52,1.4755282581475768,412.5999999999999
2024-06-12,107.51,52,1.4781174132959527,410.5200000000002
2024-06-13,107.25,53,1.4805648919361505,414.25
2024-06-14,107.48,53,1.4828699688274274,426.44000000000017
2024-06-15,106.99,54,1.4850319609257536,417.4599999999997
2024-06-16,107.14,53,1.4870502275862103,408.4200000000001
2024-06-17,106.84,55,1.4889241707528285,426.20000000000016
2024-06-18,106.73,54,1.4906532351358046,403.4200000000002
2024-06-19,106.77,53,1.492236908376046,388.80999999999983
2024-06-20,106.42,55,1.4936747211969932,403.10000000000014
2024-06-21,106.36,54,1.4949662475436765,383.43999999999994
2024-06-22,106.67,53,1.4961111047089661,383.5100000000001
2024-06-23,106.38,55,1.497108953446976,400.89999999999975
2024-06-24,106.64,54,1.4979594980735895,398.56000000000006
2024-06-25,106.05,56,1.4986624865540779,398.79999999999984
2024-06-26,106.27,53,1.4992177105777822,362.30999999999983
2024-06-27,106.48,55,1.4996250056198417,406.4000000000002
2024-06-28,105.63,57,1.4998842509899455,390.90999999999974
2024-06-29,106.11,55,1.499995369868095,386.04999999999995
2024-06-30,106.34,56,1.4999583293273688,415.0400000000002
2024-07-01,106.11,57,1.4997731403436787,418.27
2024-07-02,106.11,54,1.4994398577925168,369.93999999999994
2024-07-03,105.84,56,1.4989585804326961,387.0400000000002
2024-07-04,105.88,56,1.498329450877085,389.27999999999975
2024-07-05,105.82,55,1.4975526555503489,370.0999999999997
2024-07-06,106.09,57,1.4966284246337072,417.1300000000002
2024-07-07,105.75,56,1.4955570319967273,382.0
2024-07-08,105.54,57,1.4943387951161702,385.7800000000003
2024-07-09,105.12,56,1.4929740749819151,346.72000000000025
2024-07-10,105.07,59,1.491463275989991,389.12999999999965
2024-07-11,104.89,57,1.489806845822745,348.73
2024-07-12,104.76,59,1.488005275316184,370.84000000000026
2024-07-13,104.55,60,1.4860590983145308,372.9999999999998
2024-07-14,104.85,60,1.4839688915120322,390.99999999999966
2024-07-15,105.13,56,1.4817352742820744,347.27999999999975
2024-07-16,104.89,55,1.4793589084936483,318.95000000000005
2024-07-17,104.57,59,1.4768404983152228,359.62999999999965
2024-07-18,104.78,60,1.4741807900060857,386.80000000000007
2024-07-19,104.47,60,1.4713805716952104,368.19999999999993
2024-07-20,104.04,60,1.4684406731477158,342.4000000000003
2024-07-21,104.19,59,1.4653619655189898,337.2099999999998
2024-07-22,103.97,61,1.4621453610965467,352.16999999999996
2024-07-23,104.12,59,1.4587918130296968,333.08000000000027
2024-07-24,104.21,60,1.455302315047108,352.5999999999997
2024-07-25,104.45,59,1.4516779011623422,352.5500000000002
2024-07-26,104.03,60,1.4479196453674545,341.80000000000007
2024-07-27,103.89,62,1.4440286613147466,361.18000000000006
2024-07-28,103.93,60,1.4400061019867678,335.8000000000004
2024-07-29,103.25,61,1.4358531593546608,308.25
2024-07-30,103.66,60,1.4315710640249557,319.5999999999998
2024-07-31,103.8,57,1.4271610848749134,286.5999999999998
2024-08-01,103.33,60,1.4226245286765318,299.79999999999995
2024-08-02,103.77,59,1.4179627397093186,312.4299999999997
2024-08-03,103.62,59,1.4131770993619548,303.58000000000027
2024-08-04,103.54,59,1.408269025722958,298.86000000000035
2024-08-05,103.73,58,1.4032399731604723,296.34000000000026
2024-08-06,103.99,59,1.398091431891308,325.40999999999974
2024-08-07,103.37,59,1.3928249275393574,288.83000000000027
2024-08-08,103.21,59,1.3874420206835203,279.38999999999965
2024-08-09,102.97,59,1.3819443063952714,265.2299999999999
2024-08-10,102.76,60,1.3763334137660044,265.60000000000036
2024-08-11,103.01,60,1.370611005424298,280.60000000000036
2024-08-12,102.61,59,1.3647787770432438,243.99
2024-08-13,102.79,59,1.358838456837981,254.61000000000035
2024-08-14,102.61,59,1.352791805053589,243.99
2024-08-15,102.79,57,1.3466406134434887,229.0300000000003
2024-08-16,102.7,58,1.340386704738508,236.60000000000014
2024-08-17,102.58,58,1.3340319321067668,229.63999999999987
2024-08-18,102.12,61,1.3275781786045426,239.32000000000028
2024-08-19,102.1,60,1.321027356618282,225.99999999999966
2024-08-20,101.78,60,1.3143814072979172,206.80000000000007
2024-08-21,101.89,60,1.307642299981664,213.4000000000001
2024-08-22,102.15,58,1.3008120316124612,204.70000000000027
2024-08-23,102.29,58,1.2938926261462367,212.8200000000004
2024-08-24,101.88,59,1.2868861339521622,200.91999999999973
2024-08-25,102.34,57,1.2797946312050883,203.38000000000022
2024-08-26,102.4,56,1.2726202192703255,194.40000000000032
2024-08-27,102.13,55,1.2653650240809666,167.14999999999975
2024-08-28,102.31,56,1.2580311955079264,189.36000000000013
2024-08-29,101.71,59,1.250620906722888,190.88999999999965
2024-08-30,101.53,59,1.243136353554345,180.2700000000001
2024-08-31,101.39,59,1.235579753836932,172.01
2024-09-01,102.02,57,1.2279533467542294,185.13999999999976
2024-09-02,101.81,56,1.2202593921752476,161.36000000000013
2024-09-03,101.67,56,1.212500169984777,153.5200000000001
2024-09-04,101.82,54,1.2046779794078106,138.27999999999963
2024-09-05,101.6,55,1.1967951383282334,137.99999999999966
2024-09-06,102.13,54,1.1888539826019824,155.01999999999975
2024-09-07,101.37,56,1.1808568653648839,136.72000000000025
2024-09-08,101.43,54,1.1728061563353667,117.22000000000037
2024-09-09,101.38,54,1.1647042411122652,114.51999999999975
2024-09-10,101.28,54,1.1565535204679134,109.12000000000012
2024-09-11,101.08,55,1.1483564096367453,109.39999999999986
2024-09-12,100.67,54,1.140115337599608,76.18000000000006
2024-09-13,100.95,52,1.1318327463640034,69.40000000000009
2024-09-14,101.29,52,1.1235110902404677,87.08000000000038
2024-09-15,101.1,52,1.1151528351153062,77.1999999999997
2024-09-16,100.87,52,1.106760457719898,65.24000000000024
2024-09-17,100.37,54,1.0983364448967883,59.980000000000246
2024-09-18,100.29,53,1.0898832928627813,45.370000000000346
2024-09-19,100.3,55,1.0814035064692586,66.49999999999989
2024-09-20,100.34,53,1.0728995984599377,48.02000000000021
2024-09-21,100.53,52,1.0643740887262907,47.56000000000006
2024-09-22,100.02,53,1.0558295035608476,31.05999999999983
2024-09-23,100.66,50,1.0472683749085996,32.99999999999977
2024-09-24,100.21,52,1.0386932396167314,30.919999999999618
2024-09-25,100.27,51,1.0301066386828965,23.769999999999754
2024-09-26,100.13,51,1.0215111165022652,16.629999999999768
2024-09-27,99.99,50,1.0129092201135665,-0.5000000000002274
2024-09-28,100.39,48,1.0043034984443444,-1.2799999999999727
2024-09-29,100.19,50,0.995696501555656,9.499999999999886
2024-09-30,99.83,50,0.9870907798864338,-8.500000000000114
2024-10-01,99.81,48,0.9784888834977348,-29.11999999999989
2024-10-02,100.18,47,0.9698933613171036,-21.53999999999968
2024-10-03,100.44,48,0.9613067603832683,1.1199999999998909
2024-10-04,99.9,47,0.9527316250914003,-34.699999999999704
2024-10-05,99.8,49,0.9441704964391527,-19.800000000000125
2024-10-06,100.04,46,0.9356259112737096,-38.15999999999974
2024-10-07,99.98,47,0.9271004015400628,-30.939999999999827
2024-10-08,99.61,47,0.9185964935307418,-48.33000000000004
2024-10-09,100.09,46,0.9101167071372189,-35.85999999999984
2024-10-10,100.25,44,0.9016635551032119,-49.0
2024-10-11,100.51,43,0.893239542280102,-48.069999999999766
2024-10-12,100.71,43,0.8848471648846941,-39.470000000000255
2024-10-13,100.8,41,0.8764889097595323,-57.2000000000001
2024-10-14,100.48,43,0.8681672536359963,-49.35999999999984
2024-10-15,100.4,42,0.859884662400392,-63.19999999999976
2024-10-16,101.19,40,0.851643590363255,-52.40000000000009
2024-10-17,100.84,39,0.8434464795320866,-77.2399999999999
2024-10-18,101.01,37,0.8352957588877349,-92.62999999999982
2024-10-19,101.04,39,0.8271938436646333,-69.43999999999977
2024-10-20,101.03,41,0.8191431346351163,-47.76999999999998
2024-10-21,101.04,39,0.8111460173980176,-69.43999999999977
2024-10-22,100.91,38,0.8032048616717667,-85.42000000000013
2024-10-23,101.15,37,0.7953220205921895,-87.44999999999982
2024-10-24,101.3,37,0.7874998300152231,-81.90000000000009
2024-10-25,101.2,37,0.7797406078247524,-85.59999999999991
2024-10-26,101.22,35,0.7720466532457705,-107.30000000000007
2024-10-27,101.28,37,0.764420246163068,-82.63999999999999
2024-10-28,101.15,36,0.7568636464456548,-98.5999999999998
2024-10-29,101.66,35,0.7493790932771123,-91.90000000000009
2024-10-30,100.81,36,0.7419688044920737,-110.83999999999992
2024-10-31,101.49,34,0.7346349759190334,-109.34000000000015
2024-11-01,101.62,34,0.7273797807296747,-104.91999999999985
2024-11-02,101.12,35,0.7202053687949119,-110.79999999999984
2024-11-03,101.59,33,0.7131138660478378,-117.52999999999986
2024-11-04,101.73,32,0.7061073738537633,-124.63999999999987
2024-11-05,101.49,33,0.6991879683875386,-120.83000000000015
2024-11-06,101.53,34,0.6923577000183361,-107.97999999999996
2024-11-07,101.66,30,0.6856185927020828,-150.2000000000001
2024-11-08,102.25,29,0.6789726433817183,-144.75
2024-11-09,102.12,30,0.6724218213954575,-136.39999999999986
2024-11-10,102.37,30,0.6659680678932334,-128.89999999999986
2024-11-11,102.37,30,0.659613295261492,-128.89999999999986
2024-11-12,102.11,30,0.6533593865565115,-136.70000000000005
2024-11-13,102.5,28,0.6472081949464112,-150.0
2024-11-14,102.7,30,0.6411615431620192,-118.99999999999989
2024-11-15,102.51,26,0.6352212229567562,-174.7399999999999
2024-11-16,102.96,26,0.6293889945757021,-163.0400000000002
2024-11-17,102.86,27,0.6236665862339958,-152.78000000000003
2024-11-18,103.05,25,0.6180556936047286,-173.75000000000006
2024-11-19,103.38,26,0.6125579793164797,-152.12000000000012
2024-11-20,103.45,27,0.6071750724606428,-136.8499999999999
2024-11-21,103.46,25,0.6019085681086923,-163.50000000000017
2024-11-22,103.79,25,0.5967600268395277,-155.24999999999983
2024-11-23,103.33,24,0.5917309742770421,-180.08000000000004
2024-11-24,103.63,24,0.5868229006380453,-172.8800000000001
2024-11-25,103.5,24,0.5820372602906818,-176.0
2024-11-26,103.6,24,0.5773754713234682,-173.60000000000014
2024-11-27,103.69,25,0.5728389151250866,-157.75000000000006
2024-11-28,103.42,25,0.5684289359750443,-164.49999999999994
2024-11-29,103.9,22,0.5641468406453392,-194.19999999999987
2024-11-30,103.78,24,0.5599938980132322,-169.27999999999997
2024-12-01,103.87,23,0.5559713386852535,-180.9899999999999
2024-12-02,104.35,23,0.5520803546325456,-169.95000000000016
2024-12-03,104.01,24,0.5483220988376579,-163.75999999999988
2024-12-04,103.93,21,0.544697684952892,-207.46999999999986
2024-12-05,104.01,21,0.5412081869703034,-205.7899999999999
2024-12-06,104.49,20,0.5378546389034533,-210.2000000000001
2024-12-07,104.36,21,0.5346380344810103,-198.44
2024-12-08,105.09,21,0.5315593268522842,-183.1099999999999
2024-12-09,104.48,22,0.5286194283047897,-181.43999999999994
2024-12-10,105.38,20,0.5258192099939142,-192.4000000000001
2024-12-11,105.28,20,0.5231595016847772,-194.39999999999998
2024-12-12,105.32,20,0.5206410915063517,-193.60000000000014
2024-12-13,105.18,19,0.5182647257179257,-211.57999999999987
2024-12-14,105.49,22,0.5160311084879678,-159.22000000000014
2024-12-15,105.42,18,0.5139409016854695,-222.43999999999994
2024-12-16,105.68,20,0.5119947246838159,-186.39999999999986
2024-12-17,105.62,21,0.510193154177255,-171.9799999999999
2024-12-18,105.84,19,0.5085367240100089,-199.03999999999996
2024-12-19,105.82,19,0.5070259250180849,-199.42000000000013
2024-12-20,106.0,19,0.5056612048838298,-196.0
2024-12-21,106.33,18,0.5044429680032727,-206.06000000000006
2024-12-22,106.03,20,0.5033715753662928,-179.39999999999998
2024-12-23,106.45,16,0.5024473444496513,-236.79999999999995
2024-12-24,107.01,19,0.501670549122915,-176.8099999999999
2024-12-25,106.81,17,0.5010414195673039,-214.22999999999996
2024-12-26,106.9,18,0.5005601422074832,-195.7999999999999
2024-12-27,107.06,17,0.5002268596563213,-209.97999999999996
2024-12-28,107.34,18,0.5000416706726311,-187.87999999999994
2024-12-29,107.32,16,0.500004630131905,-222.8800000000001
2024-12-30,107.34,18,0.5001157490100545,-187.87999999999994
2024-12-31,107.5,19,0.5003749943801583,-167.5
